prompt,label
"LEFT id: 494
RIGHT id: 314

LEFT phone: 415/861 -6224
RIGHT phone: 415-543-6084

LEFT category: asian 494
RIGHT category: NA

LEFT title: manora
RIGHT title: NA

LEFT address: 3226 mission st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1 mission st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 96

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 125
RIGHT id: 151

LEFT phone: 213/651 -2030 .
RIGHT phone: 770-422-8042

LEFT category: american 122
RIGHT category: NA

LEFT title: canter \ s
RIGHT title: NA

LEFT address: 419 n. fairfax ave. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1021 cobb pkwy . se

LEFT city: NA
RIGHT city: marietta

LEFT class: NA
RIGHT class: 685

LEFT type: NA
RIGHT type: hamburgers
",n
"LEFT id: 481
RIGHT id: 312

LEFT phone: 415/752 -8833
RIGHT phone: 415-387-0408

LEFT category: asian 481
RIGHT category: NA

LEFT title: hong kong villa
RIGHT title: NA

LEFT address: 2332 clement st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 126 clement st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 94

LEFT type: NA
RIGHT type: ` french ( new ) '
",n
"LEFT id: 446
RIGHT id: 286

LEFT phone: 702/791 -7111
RIGHT phone: 702-891-7349

LEFT category: asian 446
RIGHT category: NA

LEFT title: mikado
RIGHT title: NA

LEFT address: 3400 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3799 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 68

LEFT type: NA
RIGHT type: southwestern
",n
"LEFT id: 427
RIGHT id: 139

LEFT phone: 702/735 -4663
RIGHT phone: 702-739-4651

LEFT category: italian 427
RIGHT category: NA

LEFT title: bertolini \ s
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3645 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 673

LEFT type: NA
RIGHT type: eclectic
",n
"LEFT id: 479
RIGHT id: 80

LEFT phone: 415/362 -0641
RIGHT phone: 212-799-0243

LEFT category: ` greek and middle eastern ' 479
RIGHT category: NA

LEFT title: helmand
RIGHT title: NA

LEFT address: 430 broadway san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2090 broadway

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 614

LEFT type: NA
RIGHT type: ` hot dogs '
",n
"LEFT id: 433
RIGHT id: 132

LEFT phone: 702/731 -7547
RIGHT phone: 702-791-7352

LEFT category: ` coffee shops/diners ' 433
RIGHT category: NA

LEFT title: cafe roma
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3400 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 666

LEFT type: NA
RIGHT type: chinese
",n
"LEFT id: 485
RIGHT id: 26

LEFT phone: 415/986 -9854
RIGHT phone: 310-399-5811

LEFT category: ` old san francisco ' 485
RIGHT category: NA

LEFT title: jack \ s
RIGHT title: NA

LEFT address: 615 sacramento st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1023 abbot kinney blvd.

LEFT city: NA
RIGHT city: venice

LEFT class: NA
RIGHT class: 560

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 90
RIGHT id: 174

LEFT phone: 404/237 -2700
RIGHT phone: 404-237-4116

LEFT category: international 90
RIGHT category: NA

LEFT title: dining room ritz-carlton buckhead
RIGHT title: NA

LEFT address: 3434 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 4330 peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 708

LEFT type: NA
RIGHT type: american
",n
"LEFT id: 44
RIGHT id: 261

LEFT phone: 212/752 -2225
RIGHT phone: 212-339-6719

LEFT category: french 44
RIGHT category: NA

LEFT title: lutece
RIGHT title: NA

LEFT address: 249 e. 50th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2 e. 55th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 43

LEFT type: NA
RIGHT type: asian
",n
"LEFT id: 438
RIGHT id: 128

LEFT phone: 702/731 -7888
RIGHT phone: 702-894-7111

LEFT category: asian 438
RIGHT category: NA

LEFT title: em press court
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3300 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 662

LEFT type: NA
RIGHT type: asian
",n
"LEFT id: 86
RIGHT id: 181

LEFT phone: 404/876 -1800
RIGHT phone: 404-892-0193

LEFT category: southern 86
RIGHT category: NA

LEFT title: mary mac \ s tea room
RIGHT title: NA

LEFT address: 224 ponce de leon ave. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 774 ponce de leon ave. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 716

LEFT type: NA
RIGHT type: tex-mex
",n
"LEFT id: 21
RIGHT id: 55

LEFT phone: 310/829 -4313
RIGHT phone: 310-828-7937

LEFT category: italian 21
RIGHT category: NA

LEFT title: valentino
RIGHT title: NA

LEFT address: 3115 pico blvd. santa monica
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2901 pico blvd.

LEFT city: NA
RIGHT city: santa monica

LEFT class: NA
RIGHT class: 589

LEFT type: NA
RIGHT type: diners
",n
"LEFT id: 105
RIGHT id: 197

LEFT phone: 415/495 -5775
RIGHT phone: 415-626-1985

LEFT category: mediterranean 105
RIGHT category: NA

LEFT title: lulu
RIGHT title: NA

LEFT address: 816 folsom st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1582 folsom st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 732

LEFT type: NA
RIGHT type: hamburgers
",n
"LEFT id: 422
RIGHT id: 184

LEFT phone: 404/264 -1163
RIGHT phone: 404-237-7601

LEFT category: continental 422
RIGHT category: NA

LEFT title: tomtom
RIGHT title: NA

LEFT address: 3393 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3172 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 719

LEFT type: NA
RIGHT type: diners
",n
"LEFT id: 120
RIGHT id: 4

LEFT phone: 310/451 -0616
RIGHT phone: 310-458-2889

LEFT category: american 117
RIGHT category: NA

LEFT title: broadway deli
RIGHT title: NA

LEFT address: 3rd st. promenade santa monica
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1433 third st. promenade

LEFT city: NA
RIGHT city: santa monica

LEFT class: NA
RIGHT class: 538

LEFT type: NA
RIGHT type: ` fast food '
",n
"LEFT id: 429
RIGHT id: 125

LEFT phone: 702/791 -7111
RIGHT phone: 702-891-7374

LEFT category: continental 429
RIGHT category: NA

LEFT title: bistro
RIGHT title: NA

LEFT address: 3400 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3799 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 659

LEFT type: NA
RIGHT type: seafood
",n
"LEFT id: 88
RIGHT id: 150

LEFT phone: 404/261 -3662
RIGHT phone: 770-432-2663

LEFT category: international 88
RIGHT category: NA

LEFT title: pano \ s and paul \ s
RIGHT title: NA

LEFT address: 1232 w. paces ferry rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 4199 paces ferry rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 684

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 422
RIGHT id: 308

LEFT phone: 404/264 -1163
RIGHT phone: 404-237-2700

LEFT category: continental 422
RIGHT category: NA

LEFT title: tomtom
RIGHT title: NA

LEFT address: 3393 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3434 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 90

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 373
RIGHT id: 289

LEFT phone: 212/486 -9592
RIGHT phone: 702-385-6277

LEFT category: american 373
RIGHT category: NA

LEFT title: vong
RIGHT title: NA

LEFT address: 200 e. 54th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 200 e. fremont st.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 71

LEFT type: NA
RIGHT type: ` pacific rim '
",n
"LEFT id: 82
RIGHT id: 306

LEFT phone: 404/233 -7673
RIGHT phone: 404-261-3662

LEFT category: international 82
RIGHT category: NA

LEFT title: hedgerose heights inn
RIGHT title: NA

LEFT address: 490 e. paces ferry rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1232 w. paces ferry rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 88

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 110
RIGHT id: 309

LEFT phone: 415/296 -7465
RIGHT phone: 404-659-0400

LEFT category: american 110
RIGHT category: NA

LEFT title: ritz-carlton restaurant and dining room
RIGHT title: NA

LEFT address: 600 stockton st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 181 peachtree st.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 91

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 433
RIGHT id: 133

LEFT phone: 702/731 -7547
RIGHT phone: 702-893-0703

LEFT category: ` coffee shops/diners ' 433
RIGHT category: NA

LEFT title: cafe roma
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3200 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 667

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 247
RIGHT id: 318

LEFT phone: 212/355 -2020
RIGHT phone: 415-673-7779

LEFT category: ` coffee bar ' 245
RIGHT category: NA

LEFT title: fleur de jour
RIGHT title: NA

LEFT address: 348 e. 62nd st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 777 sutter st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 100

LEFT type: NA
RIGHT type: ` french ( new ) '
",n
"LEFT id: 230
RIGHT id: 270

LEFT phone: 212/645 -8023
RIGHT phone: 212-245-2214

LEFT category: french 228
RIGHT category: NA

LEFT title: dix et sept
RIGHT title: NA

LEFT address: 181 w. 10th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 182 w. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 52

LEFT type: NA
RIGHT type: russian
",n
"LEFT id: 145
RIGHT id: 64

LEFT phone: 310/552 -2394
RIGHT phone: 213-389-9060

LEFT category: continental 142
RIGHT category: NA

LEFT title: jimmy \ s
RIGHT title: NA

LEFT address: 201 moreno dr. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2575 beverly blvd.

LEFT city: NA
RIGHT city: la

LEFT class: NA
RIGHT class: 598

LEFT type: NA
RIGHT type: hamburgers
",n
"LEFT id: 52
RIGHT id: 260

LEFT phone: 212/245 -2214
RIGHT phone: 212-484-5113

LEFT category: french 52
RIGHT category: NA

LEFT title: petrossian
RIGHT title: NA

LEFT address: 182 w. 58th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 155 w. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 42

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 95
RIGHT id: 195

LEFT phone: 415/956 -9662
RIGHT phone: 415-673-1155

LEFT category: seafood 95
RIGHT category: NA

LEFT title: aqua
RIGHT title: NA

LEFT address: 252 california st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1550 california st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 730

LEFT type: NA
RIGHT type: vietnamese
",n
"LEFT id: 135
RIGHT id: 62

LEFT phone: 310/724 -5959
RIGHT phone: 213-653-7145

LEFT category: californian 132
RIGHT category: NA

LEFT title: eclipse
RIGHT title: NA

LEFT address: 8800 melrose ave. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 8360 melrose ave.

LEFT city: NA
RIGHT city: la

LEFT class: NA
RIGHT class: 596

LEFT type: NA
RIGHT type: desserts
",n
"LEFT id: 90
RIGHT id: 303

LEFT phone: 404/237 -2700
RIGHT phone: 404-231-1368

LEFT category: international 90
RIGHT category: NA

LEFT title: dining room ritz-carlton buckhead
RIGHT title: NA

LEFT address: 3434 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2637 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 85

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 371
RIGHT id: 241

LEFT phone: 212/586 -7714
RIGHT phone: 212-582-7200

LEFT category: ` latin american ' 371
RIGHT category: NA

LEFT title: victor \ s cafe
RIGHT title: NA

LEFT address: 52 236 w. 52nd st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 21 w. 52nd st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 23

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 72
RIGHT id: 136

LEFT phone: 702/734 -0410
RIGHT phone: 702-369-6300

LEFT category: ` steak houses ' 72
RIGHT category: NA

LEFT title: steak house
RIGHT title: NA

LEFT address: 2880 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3500 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 670

LEFT type: NA
RIGHT type: californian
",n
"LEFT id: 21
RIGHT id: 239

LEFT phone: 310/829 -4313
RIGHT phone: 310-829-4313

LEFT category: italian 21
RIGHT category: NA

LEFT title: valentino
RIGHT title: NA

LEFT address: 3115 pico blvd. santa monica
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3115 pico blvd.

LEFT city: NA
RIGHT city: santa monica

LEFT class: NA
RIGHT class: 21

LEFT type: NA
RIGHT type: italian
",y
"LEFT id: 344
RIGHT id: 106

LEFT phone: 212/496 -6280
RIGHT phone: 212-410-7335

LEFT category: american 344
RIGHT category: NA

LEFT title: sarabeth \ s kitchen
RIGHT title: NA

LEFT address: 423 amsterdam ave. between 80th and 81st sts . new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1295 madison ave.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 640

LEFT type: NA
RIGHT type: american
",n
"LEFT id: 56
RIGHT id: 274

LEFT phone: 718/522 -5200
RIGHT phone: 718-522-5200

LEFT category: american 56
RIGHT category: NA

LEFT title: river cafe
RIGHT title: NA

LEFT address: 1 water st. at the east river brooklyn
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1 water st.

LEFT city: NA
RIGHT city: brooklyn

LEFT class: NA
RIGHT class: 56

LEFT type: NA
RIGHT type: ` american ( new ) '
",y
"LEFT id: 85
RIGHT id: 303

LEFT phone: 404/231 -1368
RIGHT phone: 404-231-1368

LEFT category: italian 85
RIGHT category: NA

LEFT title: la grotta
RIGHT title: NA

LEFT address: 2637 peachtree rd. . peachtree house condominium atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2637 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 85

LEFT type: NA
RIGHT type: italian
",y
"LEFT id: 429
RIGHT id: 290

LEFT phone: 702/791 -7111
RIGHT phone: 702-734-0410

LEFT category: continental 429
RIGHT category: NA

LEFT title: bistro
RIGHT title: NA

LEFT address: 3400 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2880 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 72

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 448
RIGHT id: 136

LEFT phone: 702/732 -6330
RIGHT phone: 702-369-6300

LEFT category: ` coffee shops/diners ' 448
RIGHT category: NA

LEFT title: ralph \ s diner
RIGHT title: NA

LEFT address: 3000 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3500 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 670

LEFT type: NA
RIGHT type: californian
",n
"LEFT id: 438
RIGHT id: 290

LEFT phone: 702/731 -7888
RIGHT phone: 702-734-0410

LEFT category: asian 438
RIGHT category: NA

LEFT title: em press court
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2880 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 72

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 3
RIGHT id: 219

LEFT phone: 818/788 -3536
RIGHT phone: 818-762-1221

LEFT category: french 3
RIGHT category: NA

LEFT title: cafe bizou
RIGHT title: NA

LEFT address: 14016 ventura blvd. sherman oaks
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 12224 ventura blvd.

LEFT city: NA
RIGHT city: studio city

LEFT class: NA
RIGHT class: 1

LEFT type: NA
RIGHT type: delis
",n
"LEFT id: 65
RIGHT id: 283

LEFT phone: 212/243 -4020
RIGHT phone: 212-243-4020

LEFT category: american 65
RIGHT category: NA

LEFT title: union square cafe
RIGHT title: NA

LEFT address: 21 e. 16th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 21 e. 16th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 65

LEFT type: NA
RIGHT type: ` american ( new ) '
",y
"LEFT id: 421
RIGHT id: 309

LEFT phone: 404/874 -5535
RIGHT phone: 404-659-0400

LEFT category: southern 421
RIGHT category: NA

LEFT title: taste of new orleans
RIGHT title: NA

LEFT address: 889 w. peachtree st. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 181 peachtree st.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 91

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 421
RIGHT id: 142

LEFT phone: 404/874 -5535
RIGHT phone: 404-724-0444

LEFT category: southern 421
RIGHT category: NA

LEFT title: taste of new orleans
RIGHT title: NA

LEFT address: 889 w. peachtree st. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 659 peachtree st.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 676

LEFT type: NA
RIGHT type: sandwiches
",n
"LEFT id: 446
RIGHT id: 133

LEFT phone: 702/791 -7111
RIGHT phone: 702-893-0703

LEFT category: asian 446
RIGHT category: NA

LEFT title: mikado
RIGHT title: NA

LEFT address: 3400 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3200 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 667

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 67
RIGHT id: 286

LEFT phone: 702/733 -8899
RIGHT phone: 702-891-7349

LEFT category: asian 67
RIGHT category: NA

LEFT title: chin \ s
RIGHT title: NA

LEFT address: 3200 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3799 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 68

LEFT type: NA
RIGHT type: southwestern
",n
"LEFT id: 11
RIGHT id: 218

LEFT phone: 310/652 -9770
RIGHT phone: 310-246-1501

LEFT category: french 11
RIGHT category: NA

LEFT title: l \  orangerie
RIGHT title: NA

LEFT address: 903 n. la cienega blvd. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 435 s. la cienega blvd.

LEFT city: NA
RIGHT city: los angeles

LEFT class: NA
RIGHT class: 0

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 68
RIGHT id: 290

LEFT phone: 702/891 -7349
RIGHT phone: 702-734-0410

LEFT category: southwestern 68
RIGHT category: NA

LEFT title: coyote cafe
RIGHT title: NA

LEFT address: 3799 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2880 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 72

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 424
RIGHT id: 139

LEFT phone: 702/739 -4111
RIGHT phone: 702-739-4651

LEFT category: buffets 424
RIGHT category: NA

LEFT title: bally \ s big kitchen
RIGHT title: NA

LEFT address: 3645 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3645 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 673

LEFT type: NA
RIGHT type: eclectic
",n
"LEFT id: 438
RIGHT id: 130

LEFT phone: 702/731 -7888
RIGHT phone: 702-737-7111

LEFT category: asian 438
RIGHT category: NA

LEFT title: em press court
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3595 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 664

LEFT type: NA
RIGHT type: continental
",n
"LEFT id: 159
RIGHT id: 221

LEFT phone: 818/784 -4400
RIGHT phone: 818-788-3536

LEFT category: italian 156
RIGHT category: NA

LEFT title: posto
RIGHT title: NA

LEFT address: 14928 ventura blvd. sherman oaks
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 14016 ventura blvd.

LEFT city: NA
RIGHT city: sherman oaks

LEFT class: NA
RIGHT class: 3

LEFT type: NA
RIGHT type: ` french bistro '
",n
"LEFT id: 37
RIGHT id: 284

LEFT phone: 212/765 -1737
RIGHT phone: 212-921-9494

LEFT category: ` tel caribbean ' 37
RIGHT category: NA

LEFT title: island spice
RIGHT title: NA

LEFT address: 402 w. 44th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 152 w. 44th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 66

LEFT type: NA
RIGHT type: bbq
",n
